Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
Age group,65 to 74 years,2018,gs1datot,407.00394944971345,25.542763511539533,203.24598328944703,610.7619156099798,300,Total amount of donations,Average total amount of donations,QC,*
Age group,75 years and over,2018,gs1datot,398.5822730371113,18.789625578743134,251.7964215263845,545.3681245478381,199,Total amount of donations,Average total amount of donations,QC,*
Gender,Male gender,2018,gs1datot,913.8347892706313,12.5396542878456,689.2391386045183,1138.4304399367443,455,Total amount of donations,Average total amount of donations,AB,NA
Gender,Female gender,2018,gs1datot,934.5058578114822,13.809478872038506,681.5717431954179,1187.4399724275465,558,Total amount of donations,Average total amount of donations,AB,NA
Gender,Male gender,2018,gs1datot,503.21823802756165,7.682030383887141,427.45116952343255,578.9853065316908,1334,Total amount of donations,Average total amount of donations,AT,NA
Gender,Female gender,2018,gs1datot,464.4519787679417,6.231892247101613,407.7224933662587,521.1814641696247,1878,Total amount of donations,Average total amount of donations,AT,NA
Gender,Male gender,2018,gs1datot,641.3846937250477,10.465805078101441,509.8200104831584,772.9493769669369,609,Total amount of donations,Average total amount of donations,BC,NA
Gender,Female gender,2018,gs1datot,645.2609452770122,8.851250926170101,533.3202180776515,757.2016724763729,923,Total amount of donations,Average total amount of donations,BC,NA
Gender,Male gender,2018,gs1datot,624.1270145581984,6.430408863751658,545.4659790239166,702.7880500924803,1400,Total amount of donations,Average total amount of donations,ON,NA
Gender,Female gender,2018,gs1datot,602.8182982695573,7.248775302817156,517.1738619404714,688.4627345986432,1889,Total amount of donations,Average total amount of donations,ON,NA
Gender,Male gender,2018,gs1datot,776.4450065344289,9.584851699188528,630.5823261365854,922.3076869322724,678,Total amount of donations,Average total amount of donations,PR,NA
Gender,Female gender,2018,gs1datot,762.7011264844631,8.549943911657762,634.8908587563943,890.5113942125319,921,Total amount of donations,Average total amount of donations,PR,NA
Gender,Male gender,2018,gs1datot,270.19177936443197,11.926389270868535,207.03365809667577,333.34990063218817,673,Total amount of donations,Average total amount of donations,QC,NA
Gender,Female gender,2018,gs1datot,234.63941411877602,10.652621762909334,185.64962572032758,283.6292025172245,836,Total amount of donations,Average total amount of donations,QC,NA
Education,Less than High School,2018,gs1datot,372.18417095664023,27.60583662985361,170.8085451239449,573.5597967893356,60,Total amount of donations,Average total amount of donations,AB,*
Education,Graduated from High school,2018,gs1datot,549.8451080718075,14.733953396162155,391.0607387556895,708.6294773879256,202,Total amount of donations,Average total amount of donations,AB,NA
Education,Post-secondary diploma,2018,gs1datot,1014.1964753066883,19.98611080648975,616.9148501373197,1411.4781004760569,361,Total amount of donations,Average total amount of donations,AB,*
Education,University Diploma,2018,gs1datot,1400.575190311085,13.938175258163433,1017.9615567456665,1783.1888238765034,302,Total amount of donations,Average total amount of donations,AB,NA
Education,Less than High School,2018,gs1datot,235.9197809247725,13.828429644234982,171.9779140860207,299.86164776352433,269,Total amount of donations,Average total amount of donations,AT,NA
Education,Graduated from High school,2018,gs1datot,344.7227289157166,12.688913326103687,258.9908304449277,430.4546273865054,670,Total amount of donations,Average total amount of donations,AT,NA
Education,Post-secondary diploma,2018,gs1datot,403.4230076856897,8.414270426415836,336.89182868923467,469.9541866821447,1045,Total amount of donations,Average total amount of donations,AT,NA
Education,University Diploma,2018,gs1datot,837.104189370865,8.759222385257557,693.3921477770077,980.8162309647223,843,Total amount of donations,Average total amount of donations,AT,NA
Education,Less than High School,2018,gs1datot,605.2081074643381,42.21962783181432,104.40475327694764,1106.0114616517285,98,Total amount of donations,Average total amount of donations,BC,...
Education,Graduated from High school,2018,gs1datot,384.34053037171185,15.724688563288272,265.88745822475937,502.79360251866433,289,Total amount of donations,Average total amount of donations,BC,NA
Education,Post-secondary diploma,2018,gs1datot,659.0226695338124,13.885357326201738,479.6709662741374,838.3743727934874,469,Total amount of donations,Average total amount of donations,BC,NA
Education,University Diploma,2018,gs1datot,818.4824313764422,8.174073365441604,687.354266260561,949.6105964923233,569,Total amount of donations,Average total amount of donations,BC,NA
Education,Less than High School,2018,gs1datot,321.7374864421789,13.678348043284005,235.4826599886817,407.99231289567615,239,Total amount of donations,Average total amount of donations,ON,NA
Education,Graduated from High school,2018,gs1datot,381.62681859705424,11.905513930644645,292.57657220604654,470.67706498806194,609,Total amount of donations,Average total amount of donations,ON,NA
Education,Post-secondary diploma,2018,gs1datot,511.30047103778185,6.945067185320649,441.70183393699904,580.8991081385647,1011,Total amount of donations,Average total amount of donations,ON,NA
Education,University Diploma,2018,gs1datot,882.8772204418126,6.57031216804839,769.1840423095429,996.5703985740823,1212,Total amount of donations,Average total amount of donations,ON,NA
Education,Less than High School,2018,gs1datot,709.28790083683,29.20233101822224,303.32330334649214,1115.2524983271678,132,Total amount of donations,Average total amount of donations,PR,*
Education,Graduated from High school,2018,gs1datot,590.588350413079,15.780385434438744,407.9253556190383,773.2513452071196,385,Total amount of donations,Average total amount of donations,PR,NA
Education,Post-secondary diploma,2018,gs1datot,747.1257473268096,11.124161006286885,584.2302573626318,910.0212372909873,497,Total amount of donations,Average total amount of donations,PR,NA
Education,University Diploma,2018,gs1datot,881.2561818752846,11.35018405691547,685.2123549274554,1077.3000088231138,395,Total amount of donations,Average total amount of donations,PR,NA
Education,Less than High School,2018,gs1datot,149.53508505109522,15.47539877241317,104.17926308628657,194.89090701590388,166,Total amount of donations,Average total amount of donations,QC,NA
Education,Graduated from High school,2018,gs1datot,207.82471617413125,20.80858894207838,123.06530749569193,292.5841248525706,283,Total amount of donations,Average total amount of donations,QC,*
Education,Post-secondary diploma,2018,gs1datot,227.19112495065826,17.91310920308964,147.42648181983392,306.9557680814826,502,Total amount of donations,Average total amount of donations,QC,*
Education,University Diploma,2018,gs1datot,383.5757874613815,10.345170817700192,305.8013385720835,461.35023635067944,446,Total amount of donations,Average total amount of donations,QC,NA
Marital status,Married,2018,gs1datot,1042.1086707086788,12.262944050912724,791.6385948917889,1292.5787465255687,600,Total amount of donations,Average total amount of donations,AB,NA
Marital status,Living common-law,2018,gs1datot,378.4367249586878,23.202038300085583,206.34202091901975,550.5314289983559,64,Total amount of donations,Average total amount of donations,AB,*
Marital status,Widowed,2018,gs1datot,1896.4685155289012,28.397391701577206,840.9346295785767,2952.0024014792257,66,Total amount of donations,Average total amount of donations,AB,*
Marital status,Separated,2018,gs1datot,634.689727236222,35.024642497388356,198.99402984703306,1070.385424625411,29,Total amount of donations,Average total amount of donations,AB,...
Marital status,Divorced,2018,gs1datot,1092.1464328733675,23.34282958293013,592.477368559902,1591.815497186833,89,Total amount of donations,Average total amount of donations,AB,*
Marital status,"Single, never married",2018,gs1datot,598.6255885210776,18.806928050359872,377.9667991531834,819.2843778889718,165,Total amount of donations,Average total amount of donations,AB,*
Marital status,Married,2018,gs1datot,574.5209908925917,6.3168602364431035,503.3905894279506,645.6513923572329,1772,Total amount of donations,Average total amount of donations,AT,NA
Marital status,Living common-law,2018,gs1datot,189.31019556276215,11.251109802707214,147.56394665182538,231.05644447369892,256,Total amount of donations,Average total amount of donations,AT,NA
Marital status,Widowed,2018,gs1datot,754.6638332553977,14.331991516016451,542.6773497774042,966.6503167333912,349,Total amount of donations,Average total amount of donations,AT,NA
Marital status,Separated,2018,gs1datot,502.3544867301784,32.5685708312543,181.6854126119252,823.0235608484315,95,Total amount of donations,Average total amount of donations,AT,*
Marital status,Divorced,2018,gs1datot,548.4526885847058,15.191878559201458,385.147967249674,711.7574099197376,241,Total amount of donations,Average total amount of donations,AT,NA
Marital status,"Single, never married",2018,gs1datot,258.5946000870124,14.000370678105323,187.63566696915802,329.55353320486677,499,Total amount of donations,Average total amount of donations,AT,NA
Marital status,Married,2018,gs1datot,762.156045079369,8.377373514263455,637.0149736488172,887.2971165099209,807,Total amount of donations,Average total amount of donations,BC,NA
Marital status,Living common-law,2018,gs1datot,346.2931189178269,16.173252743450288,236.52168777341507,456.06455006223877,131,Total amount of donations,Average total amount of donations,BC,NA
Marital status,Widowed,2018,gs1datot,1338.4462346914156,26.138811298755748,652.7451210240914,2024.1473483587397,138,Total amount of donations,Average total amount of donations,BC,*
Marital status,Separated,2018,gs1datot,820.9973740365098,54.54632401127852,-56.721317401641386,1698.7160654746608,38,Total amount of donations,Average total amount of donations,BC,...
Marital status,Divorced,2018,gs1datot,587.4868145958432,15.18754480760294,412.60937458610385,762.3642546055825,154,Total amount of donations,Average total amount of donations,BC,NA
Marital status,"Single, never married",2018,gs1datot,295.9642718853911,14.292791030295444,213.05474778171524,378.87379598906693,264,Total amount of donations,Average total amount of donations,BC,NA
Marital status,Married,2018,gs1datot,713.5920482061424,6.17097661871774,627.2838612107275,799.9002352015573,1864,Total amount of donations,Average total amount of donations,ON,NA
Marital status,Living common-law,2018,gs1datot,344.555670682514,22.68311176500272,191.37282767272825,497.73851369229976,207,Total amount of donations,Average total amount of donations,ON,*
Marital status,Widowed,2018,gs1datot,855.3889483964866,10.64901716844315,676.85481775877,1033.9230790342033,285,Total amount of donations,Average total amount of donations,ON,NA
Marital status,Separated,2018,gs1datot,511.9823798077204,23.86812816767241,272.4735841264413,751.4911754889995,117,Total amount of donations,Average total amount of donations,ON,*
Marital status,Divorced,2018,gs1datot,592.6503870736357,13.689320155937997,433.6388835728634,751.661890574408,271,Total amount of donations,Average total amount of donations,ON,NA
Marital status,"Single, never married",2018,gs1datot,411.9073964686164,13.637730648566027,301.8067699768959,522.0080229603369,545,Total amount of donations,Average total amount of donations,ON,NA
Marital status,Married,2018,gs1datot,874.6180465457991,8.351828043542351,731.4493505933489,1017.7867424982493,853,Total amount of donations,Average total amount of donations,PR,NA
Marital status,Living common-law,2018,gs1datot,329.4778275303362,17.237159702205478,218.16633908571046,440.78931597496194,104,Total amount of donations,Average total amount of donations,PR,*
Marital status,Widowed,2018,gs1datot,1410.8856793853124,17.651797673635745,922.763145274703,1899.0082134959218,170,Total amount of donations,Average total amount of donations,PR,*
Marital status,Separated,2018,gs1datot,657.2502895335936,25.60295444644324,327.43638528517545,987.0641937820117,50,Total amount of donations,Average total amount of donations,PR,*
Marital status,Divorced,2018,gs1datot,497.73941442484585,25.451306130249456,249.44885999737568,746.029968852316,128,Total amount of donations,Average total amount of donations,PR,*
Marital status,"Single, never married",2018,gs1datot,591.6360572243484,17.216367536916323,391.9975790340204,791.2745354146764,294,Total amount of donations,Average total amount of donations,PR,*
Marital status,Married,2018,gs1datot,329.8493623523422,12.80770526273537,247.04846094973828,412.65026375494614,567,Total amount of donations,Average total amount of donations,QC,NA
Marital status,Living common-law,2018,gs1datot,162.94138737427784,9.218208178078289,133.50218679547376,192.3805879530819,340,Total amount of donations,Average total amount of donations,QC,NA
Marital status,Widowed,2018,gs1datot,321.3357896780688,13.501046443300199,236.30531152314194,406.3662678329957,135,Total amount of donations,Average total amount of donations,QC,NA
Marital status,Separated,2018,gs1datot,158.5861683344481,30.774404091075397,62.93218741053208,254.2401492583641,46,Total amount of donations,Average total amount of donations,QC,*
Marital status,Divorced,2018,gs1datot,272.08057377131684,14.503338745054217,194.73889111285925,349.4222564297744,148,Total amount of donations,Average total amount of donations,QC,NA
Marital status,"Single, never married",2018,gs1datot,184.45066882023568,22.43471765283365,103.34542512868386,265.5559125117875,273,Total amount of donations,Average total amount of donations,QC,*
Labour force status,Employed,2018,gs1datot,970.6365629959713,13.361122113124305,716.4528783118644,1224.8202476800782,601,Total amount of donations,Average total amount of donations,AB,NA
Labour force status,Unemployed,2018,gs1datot,517.9346987912503,57.54937973552998,-66.26825106051604,1102.1376486430167,28,Total amount of donations,Average total amount of donations,AB,...
Labour force status,Not in labour force,2018,gs1datot,1014.4939187952017,12.54814843862243,764.9901060213674,1263.997731569036,295,Total amount of donations,Average total amount of donations,AB,NA
Labour force status,Unable to determine,2018,gs1datot,539.8030460454557,21.11725597925811,316.3836331112235,763.222458979688,89,Total amount of donations,Average total amount of donations,AB,*
Labour force status,Employed,2018,gs1datot,437.1277076006107,7.856505053200298,369.81674202242874,504.4386731787926,1568,Total amount of donations,Average total amount of donations,AT,NA
Labour force status,Unemployed,2018,gs1datot,145.12421664374406,26.779868891464965,68.9520294552366,221.29640383225154,49,Total amount of donations,Average total amount of donations,AT,*
Labour force status,Not in labour force,2018,gs1datot,558.1617006469248,6.915097089207981,482.5121406624473,633.8112606314023,1242,Total amount of donations,Average total amount of donations,AT,NA
Labour force status,Unable to determine,2018,gs1datot,528.1472317343901,13.013376282768204,393.43932534773114,662.855138121049,353,Total amount of donations,Average total amount of donations,AT,NA
Labour force status,Employed,2018,gs1datot,670.9106281457969,9.712057938914567,543.2008861946397,798.620370096954,845,Total amount of donations,Average total amount of donations,BC,NA
Labour force status,Unemployed,2018,gs1datot,615.5536547655414,48.57569105181825,29.505918197821643,1201.6013913332613,26,Total amount of donations,Average total amount of donations,BC,...
Labour force status,Not in labour force,2018,gs1datot,627.0731435524327,8.806185417599767,518.8415338688144,735.304753236051,548,Total amount of donations,Average total amount of donations,BC,NA
Labour force status,Unable to determine,2018,gs1datot,529.8511633540314,18.732509369371197,335.3160771623051,724.3862495457578,113,Total amount of donations,Average total amount of donations,BC,*
Labour force status,Employed,2018,gs1datot,602.2216694951804,5.8259968812955725,533.455518373344,670.9878206170168,1799,Total amount of donations,Average total amount of donations,ON,NA
Labour force status,Unemployed,2018,gs1datot,250.0475837655813,22.750183771386656,138.55251429903365,361.54265323212894,65,Total amount of donations,Average total amount of donations,ON,*
Labour force status,Not in labour force,2018,gs1datot,626.8132021711989,6.968593816706495,541.2018458732159,712.4245584691819,1199,Total amount of donations,Average total amount of donations,ON,NA
Labour force status,Unable to determine,2018,gs1datot,845.9429543050956,27.346976092443125,392.52524387476336,1299.3606647354277,226,Total amount of donations,Average total amount of donations,ON,*
Labour force status,Employed,2018,gs1datot,726.2739678766953,8.662453405208371,602.966471362021,849.58146439136965,857,Total amount of donations,Average total amount of donations,PR,NA
Labour force status,Unemployed,2018,gs1datot,617.3540264698725,68.44067077598301,-210.7723803193478,1445.4804332590927,18,Total amount of donations,Average total amount of donations,PR,...
Labour force status,Not in labour force,2018,gs1datot,847.397887534959,11.55523819167739,655.4804792287974,1039.3152958411206,552,Total amount of donations,Average total amount of donations,PR,NA
Labour force status,Unable to determine,2018,gs1datot,810.0367776299734,16.447711415046562,548.9058534411281,1071.1677018188186,172,Total amount of donations,Average total amount of donations,PR,NA
Labour force status,Employed,2018,gs1datot,232.55790880034033,8.531596004560743,193.6704569187451,271.44536068193554,763,Total amount of donations,Average total amount of donations,QC,NA
Labour force status,Unemployed,2018,gs1datot,182.5147078039795,36.00402760786574,53.720288734267655,311.3091268736913,34,Total amount of donations,Average total amount of donations,QC,...
Labour force status,Not in labour force,2018,gs1datot,300.414742104749,16.175746550658413,205.17161077578743,395.65787343371056,587,Total amount of donations,Average total amount of donations,QC,NA
Labour force status,Unable to determine,2018,gs1datot,209.92120446007348,16.51286831402878,141.98098927120978,277.86141964893716,125,Total amount of donations,Average total amount of donations,QC,*
Personal income category,"Less than $25,000",2018,gs1datot,649.6075643285202,14.687339143520672,462.6072710591412,836.6078575978992,220,Total amount of donations,Average total amount of donations,AB,NA
Personal income category,"$25,000 to $49,999",2018,gs1datot,969.5815500853429,24.64514544559782,501.2387810166267,1437.924319154059,250,Total amount of donations,Average total amount of donations,AB,*
Personal income category,"$50,000 to $74,999",2018,gs1datot,1001.4561896519147,20.301754920461892,602.9696768021524,1399.9427025016769,221,Total amount of donations,Average total amount of donations,AB,*
Personal income category,"$75,000 to $99,999",2018,gs1datot,1479.0347302149562,25.173849333898946,749.281389672753,2208.7880707571594,113,Total amount of donations,Average total amount of donations,AB,*
Personal income category,"$100,000 to $124,999",2018,gs1datot,741.3437005191627,22.235046628717072,418.2669269603755,1064.4204740779498,93,Total amount of donations,Average total amount of donations,AB,*
Personal income category,"$125,000 and more",2018,gs1datot,1181.2506686966237,22.93201620556251,650.3266189731994,1712.174718420048,116,Total amount of donations,Average total amount of donations,AB,*
Personal income category,"Less than $25,000",2018,gs1datot,354.0875689922048,9.105378460536338,290.8963442197579,417.2787937646517,892,Total amount of donations,Average total amount of donations,AT,NA
Personal income category,"$25,000 to $49,999",2018,gs1datot,398.0234489280469,7.645797309665338,338.3776952989499,457.6692025571439,1045,Total amount of donations,Average total amount of donations,AT,NA
Personal income category,"$50,000 to $74,999",2018,gs1datot,624.1899199257726,12.275913225700522,474.0076542608883,774.372185590657,636,Total amount of donations,Average total amount of donations,AT,NA
Personal income category,"$75,000 to $99,999",2018,gs1datot,673.151944868095,15.040638868628958,474.7127392951341,871.591150441056,388,Total amount of donations,Average total amount of donations,AT,NA
Personal income category,"$100,000 to $124,999",2018,gs1datot,809.6722894127603,31.768610539876235,305.5271462735337,1313.817432551987,111,Total amount of donations,Average total amount of donations,AT,*
Personal income category,"$125,000 and more",2018,gs1datot,1117.1172367401202,15.740982383722866,772.4669241029096,1461.7675493773309,140,Total amount of donations,Average total amount of donations,AT,NA
Personal income category,"Less than $25,000",2018,gs1datot,454.83067345891976,14.352244503141693,326.88734024387645,582.7740066739631,362,Total amount of donations,Average total amount of donations,BC,NA
Personal income category,"$25,000 to $49,999",2018,gs1datot,453.38541969753294,9.14587500236739,372.11342813848114,534.6574112565847,435,Total amount of donations,Average total amount of donations,BC,NA
Personal income category,"$50,000 to $74,999",2018,gs1datot,709.1559534099548,11.619946375425965,547.6479798628234,870.6639269570862,354,Total amount of donations,Average total amount of donations,BC,NA
Personal income category,"$75,000 to $99,999",2018,gs1datot,1014.2448874587637,25.384703481005793,509.62656789396044,1518.8632070235672,182,Total amount of donations,Average total amount of donations,BC,*
Personal income category,"$100,000 to $124,999",2018,gs1datot,939.5205896591324,23.887083488847345,499.6574998074476,1379.3836795108173,80,Total amount of donations,Average total amount of donations,BC,*
Personal income category,"$125,000 and more",2018,gs1datot,1603.4823876177634,20.851608541837482,948.1647632675678,2258.800011967959,119,Total amount of donations,Average total amount of donations,BC,*
Personal income category,"Less than $25,000",2018,gs1datot,383.09300488872555,7.558776022172707,326.33804908906666,439.84796068838443,800,Total amount of donations,Average total amount of donations,ON,NA
Personal income category,"$25,000 to $49,999",2018,gs1datot,552.5032538181515,7.995554370648892,465.92047663131177,639.0860310049912,873,Total amount of donations,Average total amount of donations,ON,NA
Personal income category,"$50,000 to $74,999",2018,gs1datot,546.4713114152751,8.071923967838497,460.01583250773814,632.926790322812,699,Total amount of donations,Average total amount of donations,ON,NA
Personal income category,"$75,000 to $99,999",2018,gs1datot,923.8154413224427,20.23270160039548,557.4730427746348,1290.1578398702504,433,Total amount of donations,Average total amount of donations,ON,*
Personal income category,"$100,000 to $124,999",2018,gs1datot,991.7448785684838,17.57025584481342,650.2170138535209,1333.2727432834467,224,Total amount of donations,Average total amount of donations,ON,*
Personal income category,"$125,000 and more",2018,gs1datot,1842.0462313442201,11.832695792123555,1414.8451766738297,2269.247286014611,260,Total amount of donations,Average total amount of donations,ON,NA
Personal income category,"Less than $25,000",2018,gs1datot,612.201853209263,13.579423763304572,449.2632187891082,775.140487629418,379,Total amount of donations,Average total amount of donations,PR,NA
Personal income category,"$25,000 to $49,999",2018,gs1datot,714.0166502465038,12.863408660597953,534.0000740873147,894.0332264056929,517,Total amount of donations,Average total amount of donations,PR,NA
Personal income category,"$50,000 to $74,999",2018,gs1datot,820.423723876996,13.038481459616378,610.7648180285104,1030.0826297254814,333,Total amount of donations,Average total amount of donations,PR,NA
Personal income category,"$75,000 to $99,999",2018,gs1datot,907.5590892368738,14.007574635806574,658.3947148686082,1156.7234636051394,212,Total amount of donations,Average total amount of donations,PR,NA
Personal income category,"$100,000 to $124,999",2018,gs1datot,1233.710250884304,27.25759206911258,574.6141354509372,1892.8063663176708,71,Total amount of donations,Average total amount of donations,PR,*
Personal income category,"$125,000 and more",2018,gs1datot,1124.8616244822651,26.647753371559947,537.3617312608629,1712.3615177036672,87,Total amount of donations,Average total amount of donations,PR,*
Personal income category,"Less than $25,000",2018,gs1datot,164.22207666705037,15.009777613126921,115.91020216660348,212.53395116749726,393,Total amount of donations,Average total amount of donations,QC,NA
Personal income category,"$25,000 to $49,999",2018,gs1datot,252.54239049214425,12.075637596149784,192.77112527248093,312.3136557118076,505,Total amount of donations,Average total amount of donations,QC,NA
Personal income category,"$50,000 to $74,999",2018,gs1datot,239.52819723059352,14.08583445501201,173.39990351928404,305.65649094190303,327,Total amount of donations,Average total amount of donations,QC,NA
Personal income category,"$75,000 to $99,999",2018,gs1datot,421.28911610450115,39.20023298546103,97.60828641650272,744.9699457924996,150,Total amount of donations,Average total amount of donations,QC,...
Personal income category,"$100,000 to $124,999",2018,gs1datot,310.2472034553566,20.436692487882823,185.97712382123467,434.51728308947855,64,Total amount of donations,Average total amount of donations,QC,*
Personal income category,"$125,000 and more",2018,gs1datot,752.3039990829751,20.963332701878436,443.20201810447236,1061.4059800614777,70,Total amount of donations,Average total amount of donations,QC,*
Frequency of religious attendance,At least once a week,2018,gs1datot,2357.2494256142973,15.49729864377348,1641.2550152198455,3073.243836008749,193,Total amount of donations,Average total amount of donations,AB,NA
Frequency of religious attendance,At least once a month,2018,gs1datot,1037.769278413796,20.601800241450356,618.7306372249889,1456.807919602603,93,Total amount of donations,Average total amount of donations,AB,*
Frequency of religious attendance,At least 3 times a year,2018,gs1datot,696.871158534317,31.357749748909253,268.5737253723645,1125.1685916962697,66,Total amount of donations,Average total amount of donations,AB,*
Frequency of religious attendance,Once or twice a year,2018,gs1datot,477.29835136844264,29.68163503237109,199.63034252635822,754.966360210527,108,Total amount of donations,Average total amount of donations,AB,*
Frequency of religious attendance,Not at all,2018,gs1datot,427.08260304025345,9.899686000364397,344.2156459082084,509.9495601722985,462,Total amount of donations,Average total amount of donations,AB,NA
Frequency of religious attendance,At least once a week,2018,gs1datot,1276.1498826592044,8.296051790961606,1068.6483874343583,1483.6513778840506,630,Total amount of donations,Average total amount of donations,AT,NA
Frequency of religious attendance,At least once a month,2018,gs1datot,534.1416073934537,11.779648083753273,410.82067031134216,657.4625444755652,294,Total amount of donations,Average total amount of donations,AT,NA
Frequency of religious attendance,At least 3 times a year,2018,gs1datot,329.2515837245985,11.37295848695221,255.85946631488252,402.6437011343145,312,Total amount of donations,Average total amount of donations,AT,NA
