Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
Marital status,"Single, never married",2018,gs1dntot,3.148391043664501,4.4511083034014565,2.8737250322801846,3.4230570550488175,499,Total number of donations,Average total number of donations,AT,NA
Marital status,Married,2018,gs1dntot,3.7780630636657375,3.214562569902245,3.5400289634992346,4.0160971638322405,807,Total number of donations,Average total number of donations,BC,NA
Marital status,Living common-law,2018,gs1dntot,3.222792329399287,7.721507751927881,2.7350588990757276,3.7105257597228465,131,Total number of donations,Average total number of donations,BC,NA
Marital status,Widowed,2018,gs1dntot,3.9962204538694173,7.658015891163796,3.3964103288133645,4.59603057892547,138,Total number of donations,Average total number of donations,BC,NA
Marital status,Separated,2018,gs1dntot,3.009607378031926,18.63557769389765,1.9103464440004658,4.108868312063386,38,Total number of donations,Average total number of donations,BC,*
Marital status,Divorced,2018,gs1dntot,3.5900332171379814,11.344742042696808,2.7917790703611773,4.3882873639147855,154,Total number of donations,Average total number of donations,BC,NA
Marital status,"Single, never married",2018,gs1dntot,2.6227325394749856,5.528820161216416,2.3385256777208667,2.9069394012291045,264,Total number of donations,Average total number of donations,BC,NA
Marital status,Married,2018,gs1dntot,4.118353770636672,2.089324500634172,3.949707151883513,4.2870003893898305,1864,Total number of donations,Average total number of donations,ON,NA
Marital status,Living common-law,2018,gs1dntot,2.917894300439697,6.447693260443982,2.5491528029293473,3.286635797950047,207,Total number of donations,Average total number of donations,ON,NA
Marital status,Widowed,2018,gs1dntot,4.137241985074851,5.534019070578222,3.6884969405398493,4.5859870296098535,285,Total number of donations,Average total number of donations,ON,NA
Marital status,Separated,2018,gs1dntot,3.3429217887615152,7.715638454605762,2.8373926704278767,3.848450907095154,117,Total number of donations,Average total number of donations,ON,NA
Marital status,Divorced,2018,gs1dntot,4.100095906331219,5.544143240801791,3.654566320680125,4.545625491982312,271,Total number of donations,Average total number of donations,ON,NA
Marital status,"Single, never married",2018,gs1dntot,2.8550427342856257,4.183940874974201,2.6209185685339613,3.08916690003729,545,Total number of donations,Average total number of donations,ON,NA
Marital status,Married,2018,gs1dntot,4.3440292366469,2.869711113557392,4.099697990404119,4.588360482889682,853,Total number of donations,Average total number of donations,PR,NA
Marital status,Living common-law,2018,gs1dntot,3.9419953463340307,7.921178984752085,3.3299916786224038,4.553999014045657,104,Total number of donations,Average total number of donations,PR,NA
Marital status,Widowed,2018,gs1dntot,4.827097404136028,7.176856497623578,4.148099527867712,5.5060952804043435,170,Total number of donations,Average total number of donations,PR,NA
Marital status,Separated,2018,gs1dntot,3.6866751297229543,20.03234680549241,2.2391877348795024,5.134162524566406,50,Total number of donations,Average total number of donations,PR,*
Marital status,Divorced,2018,gs1dntot,3.4487462608552506,8.799875334708112,2.8539258627517823,4.043566658958719,128,Total number of donations,Average total number of donations,PR,NA
Marital status,"Single, never married",2018,gs1dntot,2.833103186241762,5.373478695280923,2.534725724687455,3.131480647796069,294,Total number of donations,Average total number of donations,PR,NA
Marital status,Married,2018,gs1dntot,3.7462737199635985,3.729998424553767,3.472396289179272,4.0201511507479255,567,Total number of donations,Average total number of donations,QC,NA
Marital status,Living common-law,2018,gs1dntot,3.3104613524764877,4.424510398788571,3.023382082417507,3.5975406225354685,340,Total number of donations,Average total number of donations,QC,NA
Marital status,Widowed,2018,gs1dntot,3.7216846352490514,7.9396729103917405,3.142535687324071,4.300833583174032,135,Total number of donations,Average total number of donations,QC,NA
Marital status,Separated,2018,gs1dntot,3.101945944032692,12.244920165605256,2.3574912471368297,3.8464006409285547,46,Total number of donations,Average total number of donations,QC,NA
Marital status,Divorced,2018,gs1dntot,3.49717599127724,6.298101201700805,3.065482784947815,3.9288691976066654,148,Total number of donations,Average total number of donations,QC,NA
Marital status,"Single, never married",2018,gs1dntot,3.063147483095351,7.64915218072116,2.60391848918723,3.5223764770034722,273,Total number of donations,Average total number of donations,QC,NA
Labour force status,Employed,2018,gs1dntot,3.5223858145700366,4.1553656895772075,3.235509783358667,3.8092618457814065,601,Total number of donations,Average total number of donations,AB,NA
Labour force status,Unemployed,2018,gs1dntot,2.542040136457413,17.496399505626737,1.6703157790701697,3.4137644938446563,28,Total number of donations,Average total number of donations,AB,*
Labour force status,Not in labour force,2018,gs1dntot,3.6056723908373822,4.625824276025468,3.2787659431426195,3.932578838532145,295,Total number of donations,Average total number of donations,AB,NA
Labour force status,Unable to determine,2018,gs1dntot,3.560017457404255,9.04656232148584,2.92879302855229,4.19124188625622,89,Total number of donations,Average total number of donations,AB,NA
Labour force status,Employed,2018,gs1dntot,4.04448397605309,2.253963559294358,3.865811317101254,4.223156635004927,1568,Total number of donations,Average total number of donations,AT,NA
Labour force status,Unemployed,2018,gs1dntot,3.0365496927557856,15.315652115629769,2.1250343633406708,3.9480650221709004,49,Total number of donations,Average total number of donations,AT,NA
Labour force status,Not in labour force,2018,gs1dntot,4.4639767084014625,2.799262002103216,4.21906273742505,4.708890679377875,1242,Total number of donations,Average total number of donations,AT,NA
Labour force status,Unable to determine,2018,gs1dntot,4.476326265548888,4.517630797984264,4.0799747165136795,4.8726778145840965,353,Total number of donations,Average total number of donations,AT,NA
Labour force status,Employed,2018,gs1dntot,3.43386138237462,3.3795335391963603,3.2064105075851694,3.66131225716407,845,Total number of donations,Average total number of donations,BC,NA
Labour force status,Unemployed,2018,gs1dntot,2.465724646147235,17.81537435526377,1.6047554374381763,3.326693854856294,26,Total number of donations,Average total number of donations,BC,*
Labour force status,Not in labour force,2018,gs1dntot,3.6131723277102448,4.542347742889081,3.2914974493883347,3.934847206032155,548,Total number of donations,Average total number of donations,BC,NA
Labour force status,Unable to determine,2018,gs1dntot,3.4973108748215522,7.4651581334099975,2.9856038947743198,4.009017854868785,113,Total number of donations,Average total number of donations,BC,NA
Labour force status,Employed,2018,gs1dntot,3.6075593216434076,2.1131469929109206,3.4581453258184345,3.756973317468381,1799,Total number of donations,Average total number of donations,ON,NA
Labour force status,Unemployed,2018,gs1dntot,3.0871318014805387,12.703053607755471,2.3185123102426735,3.855751292718404,65,Total number of donations,Average total number of donations,ON,NA
Labour force status,Not in labour force,2018,gs1dntot,3.928797979032408,3.0604564374330834,3.6931335742011675,4.164462383863648,1199,Total number of donations,Average total number of donations,ON,NA
Labour force status,Unable to determine,2018,gs1dntot,4.125802991021477,5.131004782750767,3.710888123679104,4.540717858363849,226,Total number of donations,Average total number of donations,ON,NA
Labour force status,Employed,2018,gs1dntot,3.7047698480602977,3.2314209157403027,3.4701294125220796,3.939410283598516,857,Total number of donations,Average total number of donations,PR,NA
Labour force status,Unemployed,2018,gs1dntot,2.3991100029917036,19.037057573751223,1.5039553450176362,3.294264660965771,18,Total number of donations,Average total number of donations,PR,*
Labour force status,Not in labour force,2018,gs1dntot,4.0733725162170336,3.9239859230520104,3.7600946871819794,4.386650345252088,552,Total number of donations,Average total number of donations,PR,NA
Labour force status,Unable to determine,2018,gs1dntot,4.710926632434746,7.000622758491096,4.064541874271169,5.357311390598323,172,Total number of donations,Average total number of donations,PR,NA
Labour force status,Employed,2018,gs1dntot,3.319559264240565,3.269285926454209,3.106852440511785,3.5322660879693446,763,Total number of donations,Average total number of donations,QC,NA
Labour force status,Unemployed,2018,gs1dntot,3.519697521724451,13.090707153737707,2.6166376572443313,4.42275738620457,34,Total number of donations,Average total number of donations,QC,NA
Labour force status,Not in labour force,2018,gs1dntot,3.704936467369164,3.343255173013302,3.4621645874411366,3.947708347297191,587,Total number of donations,Average total number of donations,QC,NA
Labour force status,Unable to determine,2018,gs1dntot,3.5249840237864123,11.534675969558778,2.7280715166697656,4.321896530903059,125,Total number of donations,Average total number of donations,QC,NA
Personal income category,"Less than $25,000",2018,gs1dntot,3.1670934797413937,5.466185542200924,2.8277860711499,3.5064008883328874,220,Total number of donations,Average total number of donations,AB,NA
Personal income category,"$25,000 to $49,999",2018,gs1dntot,3.5791749229010135,8.33049114432561,2.9947864753884987,4.163563370413528,250,Total number of donations,Average total number of donations,AB,NA
Personal income category,"$50,000 to $74,999",2018,gs1dntot,3.632901288578456,5.44490438453452,3.2452047296912787,4.020597847465633,221,Total number of donations,Average total number of donations,AB,NA
Personal income category,"$75,000 to $99,999",2018,gs1dntot,3.671206148344513,7.0361490558327215,3.1649248395342644,4.177487457154761,113,Total number of donations,Average total number of donations,AB,NA
Personal income category,"$100,000 to $124,999",2018,gs1dntot,4.069461606328176,8.477236073417368,3.393317410985114,4.745605801671237,93,Total number of donations,Average total number of donations,AB,NA
Personal income category,"$125,000 and more",2018,gs1dntot,3.605468092334404,8.13494607617737,3.0306050009665526,4.180331183702255,116,Total number of donations,Average total number of donations,AB,NA
Personal income category,"Less than $25,000",2018,gs1dntot,3.7021037395732876,3.2575185039457133,3.4657385227897657,3.9384689563568096,892,Total number of donations,Average total number of donations,AT,NA
Personal income category,"$25,000 to $49,999",2018,gs1dntot,4.164339441618749,2.8601339833095873,3.930896583666667,4.397782299570831,1045,Total number of donations,Average total number of donations,AT,NA
Personal income category,"$50,000 to $74,999",2018,gs1dntot,4.592244954464206,3.56962657539652,4.270955905582714,4.913534003345698,636,Total number of donations,Average total number of donations,AT,NA
Personal income category,"$75,000 to $99,999",2018,gs1dntot,5.094747288826766,3.963738029165114,4.698947387753386,5.490547189900146,388,Total number of donations,Average total number of donations,AT,NA
Personal income category,"$100,000 to $124,999",2018,gs1dntot,4.767649506607002,6.560640188623454,4.154595645839551,5.380703367374453,111,Total number of donations,Average total number of donations,AT,NA
Personal income category,"$125,000 and more",2018,gs1dntot,5.414055756741751,7.041504044451499,4.666856814993478,6.1612546984900245,140,Total number of donations,Average total number of donations,AT,NA
Personal income category,"Less than $25,000",2018,gs1dntot,2.883862657297618,4.832541414921106,2.610714516314868,3.1570107982803677,362,Total number of donations,Average total number of donations,BC,NA
Personal income category,"$25,000 to $49,999",2018,gs1dntot,3.363590724472566,4.989757532803439,3.0346401268958485,3.692541322049283,435,Total number of donations,Average total number of donations,BC,NA
Personal income category,"$50,000 to $74,999",2018,gs1dntot,3.7849882180850605,5.40719450400524,3.383858706254555,4.1861177299155665,354,Total number of donations,Average total number of donations,BC,NA
Personal income category,"$75,000 to $99,999",2018,gs1dntot,3.800579148283276,6.545678931356143,3.3129916391685743,4.288166657397977,182,Total number of donations,Average total number of donations,BC,NA
Personal income category,"$100,000 to $124,999",2018,gs1dntot,4.3394649381517025,9.3605699727331,3.543330209706281,5.135599666597124,80,Total number of donations,Average total number of donations,BC,NA
Personal income category,"$125,000 and more",2018,gs1dntot,4.920404166637065,8.311259063815978,4.11888172200975,5.721926611264379,119,Total number of donations,Average total number of donations,BC,NA
Personal income category,"Less than $25,000",2018,gs1dntot,3.2754199922269582,3.224563658177657,3.0684125107727143,3.482427473681202,800,Total number of donations,Average total number of donations,ON,NA
Personal income category,"$25,000 to $49,999",2018,gs1dntot,3.6906407925218745,3.2948232896607115,3.452308990960461,3.928972594083288,873,Total number of donations,Average total number of donations,ON,NA
Personal income category,"$50,000 to $74,999",2018,gs1dntot,3.8104701569416823,3.7308664773326643,3.531834711747816,4.0891056021355485,699,Total number of donations,Average total number of donations,ON,NA
Personal income category,"$75,000 to $99,999",2018,gs1dntot,4.205673080868713,3.985632660872799,3.8771386652321755,4.53420749650525,433,Total number of donations,Average total number of donations,ON,NA
Personal income category,"$100,000 to $124,999",2018,gs1dntot,4.548146535233,5.8445398404678714,4.027152365740119,5.069140704725881,224,Total number of donations,Average total number of donations,ON,NA
Personal income category,"$125,000 and more",2018,gs1dntot,5.001443318700232,4.28864748469913,4.581042268561396,5.421844368839067,260,Total number of donations,Average total number of donations,ON,NA
Personal income category,"Less than $25,000",2018,gs1dntot,3.33335162179251,4.62681958191909,3.031069971871055,3.6356332717139646,379,Total number of donations,Average total number of donations,PR,NA
Personal income category,"$25,000 to $49,999",2018,gs1dntot,3.735394957078106,4.321262769343822,3.4190249566843294,4.051764957471883,517,Total number of donations,Average total number of donations,PR,NA
Personal income category,"$50,000 to $74,999",2018,gs1dntot,4.1965181132393345,5.063355629447571,3.7800558791613543,4.612980347317315,333,Total number of donations,Average total number of donations,PR,NA
Personal income category,"$75,000 to $99,999",2018,gs1dntot,4.860809553586321,6.0467166513845605,4.284738153117164,5.4368809540554786,212,Total number of donations,Average total number of donations,PR,NA
Personal income category,"$100,000 to $124,999",2018,gs1dntot,4.987865683931064,13.307308960562692,3.686938222904473,6.288793144957655,71,Total number of donations,Average total number of donations,PR,NA
Personal income category,"$125,000 and more",2018,gs1dntot,4.595655212461835,6.688932002095157,3.9931617892871705,5.198148635636499,87,Total number of donations,Average total number of donations,PR,NA
Personal income category,"Less than $25,000",2018,gs1dntot,3.136817840021284,5.3098353451804154,2.8103665084799214,3.4632691715626462,393,Total number of donations,Average total number of donations,QC,NA
Personal income category,"$25,000 to $49,999",2018,gs1dntot,3.56831445208687,4.082047867898801,3.282825502247495,3.8538034019262453,505,Total number of donations,Average total number of donations,QC,NA
Personal income category,"$50,000 to $74,999",2018,gs1dntot,3.5790627386557134,4.368027091533725,3.272652886219075,3.885472591092352,327,Total number of donations,Average total number of donations,QC,NA
Personal income category,"$75,000 to $99,999",2018,gs1dntot,3.817269951357179,8.761712108081369,3.1617439181118328,4.4727959846025245,150,Total number of donations,Average total number of donations,QC,NA
Personal income category,"$100,000 to $124,999",2018,gs1dntot,3.3884800261507784,8.32689666496062,2.835465936731978,3.941494115569579,64,Total number of donations,Average total number of donations,QC,NA
Personal income category,"$125,000 and more",2018,gs1dntot,4.641194860757591,8.072103249568162,3.9069099529619713,5.375479768553211,70,Total number of donations,Average total number of donations,QC,NA
Frequency of religious attendance,At least once a week,2018,gs1dntot,4.091106747630904,8.606222288135028,3.4010235364426857,4.781189958819122,193,Total number of donations,Average total number of donations,AB,NA
Frequency of religious attendance,At least once a month,2018,gs1dntot,3.56501028495819,7.0258529750573135,3.0740934387492067,4.055927131167174,93,Total number of donations,Average total number of donations,AB,NA
Frequency of religious attendance,At least 3 times a year,2018,gs1dntot,3.157414689320546,15.386696305625886,2.205221440080714,4.109607938560378,66,Total number of donations,Average total number of donations,AB,NA
Frequency of religious attendance,Once or twice a year,2018,gs1dntot,3.3311712340028974,9.959289982984526,2.680931616600753,3.981410851405042,108,Total number of donations,Average total number of donations,AB,NA
Frequency of religious attendance,Not at all,2018,gs1dntot,3.293404450165652,3.460925916575656,3.0700032705094453,3.516805629821859,462,Total number of donations,Average total number of donations,AB,NA
Frequency of religious attendance,At least once a week,2018,gs1dntot,5.198961890500343,3.584512296074761,4.833708042911713,5.564215738088974,630,Total number of donations,Average total number of donations,AT,NA
Frequency of religious attendance,At least once a month,2018,gs1dntot,5.145455490531132,4.590808833923397,4.682476668630354,5.6084343124319105,294,Total number of donations,Average total number of donations,AT,NA
Frequency of religious attendance,At least 3 times a year,2018,gs1dntot,5.2095254867266325,4.125403907294251,4.788301849709454,5.630749123743811,312,Total number of donations,Average total number of donations,AT,NA
Frequency of religious attendance,Once or twice a year,2018,gs1dntot,4.014317879550523,4.4627835258899715,3.6631897104009346,4.365446048700112,470,Total number of donations,Average total number of donations,AT,NA
Frequency of religious attendance,Not at all,2018,gs1dntot,3.438997775253514,2.602888847140145,3.263554951606684,3.6144405989003436,1224,Total number of donations,Average total number of donations,AT,NA
Frequency of religious attendance,At least once a week,2018,gs1dntot,4.027181901523123,5.285272159208118,3.610008420594528,4.444355382451718,243,Total number of donations,Average total number of donations,BC,NA
Frequency of religious attendance,At least once a month,2018,gs1dntot,3.670137456047237,11.217926449733268,2.8631941760617963,4.477080736032677,87,Total number of donations,Average total number of donations,BC,NA
Frequency of religious attendance,At least 3 times a year,2018,gs1dntot,3.9953733258728645,8.896680092540207,3.298693184490226,4.692053467255503,99,Total number of donations,Average total number of donations,BC,NA
Frequency of religious attendance,Once or twice a year,2018,gs1dntot,3.8231721069340114,7.547389702960795,3.257625091250694,4.388719122617329,158,Total number of donations,Average total number of donations,BC,NA
Frequency of religious attendance,Not at all,2018,gs1dntot,3.122414784321362,3.8427340079422785,2.887246359894929,3.357583208747795,825,Total number of donations,Average total number of donations,BC,NA
Frequency of religious attendance,At least once a week,2018,gs1dntot,4.415239450290438,4.296979409333477,4.043391300311583,4.7870876002692935,614,Total number of donations,Average total number of donations,ON,NA
Frequency of religious attendance,At least once a month,2018,gs1dntot,4.221919883476648,5.332848131515398,3.780636784090835,4.663202982862462,319,Total number of donations,Average total number of donations,ON,NA
Frequency of religious attendance,At least 3 times a year,2018,gs1dntot,3.8047193160317136,4.5444465272468575,3.465834810963814,4.143603821099614,321,Total number of donations,Average total number of donations,ON,NA
Frequency of religious attendance,Once or twice a year,2018,gs1dntot,3.542339575666553,5.021932366740268,3.193673943124213,3.8910052082088935,434,Total number of donations,Average total number of donations,ON,NA
Frequency of religious attendance,Not at all,2018,gs1dntot,3.3148355030209298,2.365611683640958,3.1611427007463675,3.468528305295492,1355,Total number of donations,Average total number of donations,ON,NA
Frequency of religious attendance,At least once a week,2018,gs1dntot,4.319715838149201,5.562393254261345,3.8487765104553153,4.790655165843087,314,Total number of donations,Average total number of donations,PR,NA
Frequency of religious attendance,At least once a month,2018,gs1dntot,4.269735503970164,7.145101900471124,3.671795664283978,4.86767534365635,157,Total number of donations,Average total number of donations,PR,NA
Frequency of religious attendance,At least 3 times a year,2018,gs1dntot,3.9576934850794547,6.6972438049707845,3.4381925229784915,4.477194447180418,125,Total number of donations,Average total number of donations,PR,NA
Frequency of religious attendance,Once or twice a year,2018,gs1dntot,3.9139975156633375,5.7283284874600024,3.474560586579498,4.353434444747177,196,Total number of donations,Average total number of donations,PR,NA
Frequency of religious attendance,Not at all,2018,gs1dntot,3.4111986660678673,3.7218182452806996,3.1623643544412445,3.66003297769449,664,Total number of donations,Average total number of donations,PR,NA
Frequency of religious attendance,At least once a week,2018,gs1dntot,4.37225476931717,9.6024173154673,3.5493792779965694,5.19513026063777,141,Total number of donations,Average total number of donations,QC,NA
Frequency of religious attendance,At least once a month,2018,gs1dntot,4.360094943538315,6.705493022602393,3.7870683832824246,4.933121503794205,90,Total number of donations,Average total number of donations,QC,NA
Frequency of religious attendance,At least 3 times a year,2018,gs1dntot,4.018614589172241,7.58399816024297,3.4212731189038754,4.615956059440607,146,Total number of donations,Average total number of donations,QC,NA
Frequency of religious attendance,Once or twice a year,2018,gs1dntot,3.807759938918446,5.407347273432067,3.4042057001160946,4.211314177720798,273,Total number of donations,Average total number of donations,QC,NA
Frequency of religious attendance,Not at all,2018,gs1dntot,2.994353092168772,3.066376093502082,2.8143928693891858,3.1743133149483582,747,Total number of donations,Average total number of donations,QC,NA
Immigration status,Native-born,2018,gs1dntot,3.4491137283897735,2.999717103294248,3.2463286920126224,3.6518987647669245,755,Total number of donations,Average total number of donations,AB,NA
Immigration status,Naturalized,2018,gs1dntot,3.700866837609459,10.01112557905187,2.974703265092629,4.42703041012629,164,Total number of donations,Average total number of donations,AB,NA
Immigration status,Non-Canadian,2018,gs1dntot,3.0058983718030574,19.873595049685015,1.8350549494873007,4.176741794118814,13,Total number of donations,Average total number of donations,AB,...
Immigration status,Unknown,2018,gs1dntot,3.575887158718083,9.769502709455276,2.891180810587371,4.260593506848795,81,Total number of donations,Average total number of donations,AB,NA
Immigration status,Native-born,2018,gs1dntot,4.170989125773097,1.6450844578344017,4.03650366108221,4.305474590463985,2782,Total number of donations,Average total number of donations,AT,NA
Immigration status,Naturalized,2018,gs1dntot,4.393760941909624,8.911339384126258,3.6263508629579624,5.161171020861286,90,Total number of donations,Average total number of donations,AT,NA
Immigration status,Non-Canadian,2018,gs1dntot,2.316277050659108,21.524185665435276,1.33911785161556,3.2934362497026557,22,Total number of donations,Average total number of donations,AT,*
Immigration status,Unknown,2018,gs1dntot,4.674621059217794,4.759093041052639,4.238588723132883,5.110653395302705,318,Total number of donations,Average total number of donations,AT,NA
Immigration status,Native-born,2018,gs1dntot,3.5133540691642318,2.9614982557776406,3.309423894321829,3.7172842440066347,1002,Total number of donations,Average total number of donations,BC,NA
Immigration status,Naturalized,2018,gs1dntot,3.388707814224235,5.08201534062506,3.051173300717141,3.726242327731329,388,Total number of donations,Average total number of donations,BC,NA
Immigration status,Non-Canadian,2018,gs1dntot,3.197198818368499,25.191850653110393,1.6185780656717603,4.775819571065238,35,Total number of donations,Average total number of donations,BC,*
Immigration status,Unknown,2018,gs1dntot,3.538922376358368,7.647487053145828,3.0084804076494684,4.069364345067267,107,Total number of donations,Average total number of donations,BC,NA
Immigration status,Native-born,2018,gs1dntot,3.8837262013397016,1.9847369550756042,3.7326487491365423,4.034803653542861,2190,Total number of donations,Average total number of donations,ON,NA
Immigration status,Naturalized,2018,gs1dntot,3.3930234858564465,3.106052622168353,3.1864646553848393,3.599582316328054,804,Total number of donations,Average total number of donations,ON,NA
Immigration status,Non-Canadian,2018,gs1dntot,3.033995981206532,11.12738093052991,2.372303731298519,3.695688231114545,75,Total number of donations,Average total number of donations,ON,NA
Immigration status,Unknown,2018,gs1dntot,3.984579927898487,5.081614358638267,3.587724488279204,4.381435367517771,220,Total number of donations,Average total number of donations,ON,NA
Immigration status,Native-born,2018,gs1dntot,3.8695493569893187,2.655056159970462,3.668185188382111,4.070913525596526,1261,Total number of donations,Average total number of donations,PR,NA
Immigration status,Naturalized,2018,gs1dntot,3.2904621034909853,5.85679549427703,2.9127463972456824,3.6681778097362883,161,Total number of donations,Average total number of donations,PR,NA
Immigration status,Non-Canadian,2018,gs1dntot,4.566584298854471,17.602764278096853,2.9910769131160295,6.142091684592912,24,Total number of donations,Average total number of donations,PR,*
Immigration status,Unknown,2018,gs1dntot,4.853046094197336,7.9749172746841746,4.094488266955074,5.611603921439598,153,Total number of donations,Average total number of donations,PR,NA
Immigration status,Native-born,2018,gs1dntot,3.5454701707022642,2.5796064688406166,3.3662134760130917,3.7247268653914367,1221,Total number of donations,Average total number of donations,QC,NA
Immigration status,Naturalized,2018,gs1dntot,3.1979212528634826,6.978218127020849,2.7605397657104955,3.6353027400164697,148,Total number of donations,Average total number of donations,QC,NA
Immigration status,Non-Canadian,2018,gs1dntot,2.1407513124062105,10.314389647070907,1.707980618612126,2.573522006200295,32,Total number of donations,Average total number of donations,QC,NA
Immigration status,Unknown,2018,gs1dntot,3.592578399595395,12.472402318218249,2.7143561075065477,4.470800691684243,108,Total number of donations,Average total number of donations,QC,NA
